fpl_code,fpl_player_name,fpl_first_name,fpl_second_name,fpl_position,understat_player_id,understat_first_name,understat_second_name,understat_web_name,confidence_level
108156,Engels,Björn,Engels,DEF,7152,Björn,Engels,Engels,HIGH
108413,Hughes,Will,Hughes,MID,6104,Will,Hughes,Hughes,HIGH
108416,Egan,John,Egan,DEF,7703,John,Egan,Egan,HIGH
108796,Lockyer,Tom,Lockyer,DEF,11714,Tom,Lockyer,Lockyer,HIGH
108813,Walton,Christian,Walton,GK,9251,Christian,Walton,Walton,HIGH
108823,Dele,Bamidele,Alli,MID,645,Dele,Alli,Dele,HIGH
109322,Lingard,Jesse,Lingard,MID,558,Jesse,Lingard,Lingard,HIGH
109345,March,Solly,March,MID,6049,Solly,March,March,HIGH
109434,Kongolo,Terence,Kongolo,DEF,6067,Terence,Kongolo,Kongolo,HIGH
109528,Manquillo,Javier,Manquillo,DEF,1719,Javier,Manquillo Gaitán,Manquillo,HIGH
109533,Emerson,Emerson,Palmieri dos Santos,DEF,1245,Emerson,Palmieri dos Santos,Emerson,HIGH
109638,Bryan,Kean,Bryan,DEF,9163,Kean,Bryan,Bryan,HIGH
109646,Tosin,Tosin,Adarabioyo,DEF,5590,Tosin,Adarabioyo,Tosin,HIGH
109745,Arrizabalaga,Kepa,Arrizabalaga,GK,5061,Kepa,Arrizabalaga,Arrizabalaga,HIGH
110504,Traoré,Bertrand,Traoré,MID,695,Bertrand,Traoré,Traoré,HIGH
110690,Wilson,Ben,Wilson,GKP,,,,,NONE
110735,Webster,Adam,Webster,DEF,7699,Adam,Webster,Webster,HIGH
110979,Mané,Sadio,Mané,MID,838,Sadio,Mané,Mané,HIGH
111234,Pickford,Jordan,Pickford,GK,741,Jordan,Pickford,Pickford,HIGH
111291,Marçal,Fernando,Marçal,DEF,5708,Fernando,Marçal,Marçal,HIGH
111317,Brooks,David,Brooks,MID,6820,David,Brooks,Brooks,HIGH
111452,Odysseas,Odysseas,Vlachodimos,GK,375,Odysseas,Vlachodimos,Odysseas,HIGH
111457,Kolasinac,Sead,Kolasinac,DEF,342,Sead,Kolasinac,Kolasinac,HIGH
111478,Veltman,Joël,Veltman,DEF,8780,Joël,Veltman,Veltman,HIGH
111773,Krafth,Emil,Krafth,DEF,1545,Emil,Krafth,Krafth,HIGH
111782,Olsen,Robin,Olsen,GK,6962,Robin,Olsen,Olsen,HIGH
111931,Ricardo,Ricardo,Barbosa Pereira,DEF,3303,Ricardo,Barbosa Pereira,Ricardo,HIGH
112520,Palmer,Alex,Palmer,GK,1038,Alex,Palmer,Palmer,HIGH
113564,Byram,Sam,Byram,DEF,902,Sam,Byram,Byram,HIGH
114128,Jonny,Jonathan,Castro Otto,DEF,2280,Jonathan,Castro Otto,Jonny,HIGH
114241,Toffolo,Harry,Toffolo,DEF,10758,Harry,Toffolo,Toffolo,HIGH
114243,J.Murphy,Jacob,Murphy,MID,6063,Jacob,Murphy,Murphy,HIGH
114283,Grealish,Jack,Grealish,MID,675,Jack,Grealish,Grealish,HIGH
115382,Maupay,Neal,Maupay,FWD,3621,Neal,Maupay,Maupay,HIGH
115556,Davies,Ben,Davies,DEF,660,Ben,Davies,Davies,HIGH
115918,Rúnarsson,Rúnar Alex,Rúnarsson,GK,6875,Rúnar Alex,Rúnarsson,Rúnarsson,HIGH
116216,Trossard,Leandro,Trossard,MID,7698,Leandro,Trossard,Trossard,HIGH
116404,Felipe,Felipe Augusto,de Almeida Monteiro,DEF,7921,Felipe,,Felipe,HIGH
116535,A.Becker,Alisson,Ramses Becker,GK,1257,Alisson,Ramses Becker,Alisson,MEDIUM
116594,Kanté,N'Golo,Kanté,MID,751,N'Golo,Kanté,Kanté,HIGH
116643,Fabinho,Fabio Henrique,Tavares,MID,3420,Fabio Henrique,Tavares,Fabinho,HIGH
118342,Flekken,Mark,Flekken,GK,7047,Mark,Flekken,Flekken,HIGH
118748,M.Salah,Mohamed,Salah,MID,1250,Mohamed,Salah,Salah,HIGH
119471,Schär,Fabian,Schär,DEF,76,Fabian,Schär,Schär,HIGH
119765,Allan,Allan,Marques Loureiro,MID,1379,Allan,Marques Loureiro,Allan,HIGH
120202,Weghorst,Wout,Weghorst,FWD,7052,Wout,Weghorst,Weghorst,HIGH
120250,André Gomes,André Filipe,Tavares Gomes,MID,2383,André,Tavares Gomes,André Gomes,HIGH
120721,Mbabu,Kevin,Mbabu,DEF,983,Kevin,Mbabu,Mbabu,HIGH
121145,João Cancelo,João,Cavaco Cancelo,DEF,2379,João,Cancelo,Cancelo,MEDIUM
121160,Ederson M.,Ederson,Santana de Moraes,GK,6054,Ederson,Santana de Moraes,Ederson,HIGH
121599,A.Doucoure,Abdoulaye,Doucouré,MID,1726,Abdoulaye,Doucouré,A.Doucouré,HIGH
121709,Benitez,Walter,Benítez,GKP,5652,Walter,Benítez,Benítez,HIGH
122074,Bettinelli,Marcus,Bettinelli,GK,7076,Marcus,Bettinelli,Bettinelli,HIGH
122411,Burgess,Cameron,Burgess,DEF,12755,Cameron,Burgess,Burgess,HIGH
122775,Sanson,Morgan,Sanson,MID,3696,Morgan,Sanson,Sanson,HIGH
122798,Robertson,Andrew,Robertson,DEF,1688,Andrew,Robertson,Robertson,HIGH
122806,McGinn,John,McGinn,MID,7723,John,McGinn,McGinn,HIGH
123354,Hause,Kortney,Hause,DEF,6859,Kortney,Hause,Hause,HIGH
124165,Roberts,Patrick,Roberts,MID,925,Patrick,Roberts,Roberts,HIGH
124183,Ziyech,Hakim,Ziyech,MID,8992,Hakim,Ziyech,Ziyech,HIGH
126184,Aké,Nathan,Aké,DEF,579,Nathan,Aké,Aké,HIGH
126187,Loftus-Cheek,Ruben,Loftus-Cheek,MID,688,Ruben,Loftus-Cheek,Loftus-Cheek,HIGH
128295,Nørgaard,Christian,Nørgaard,MID,7083,Christian,Nørgaard,Nørgaard,HIGH
128309,Lowe,Jamal,Lowe,MID,10865,Jamal,Lowe,Lowe,HIGH
128340,Moore,Kieffer,Moore,FWD,10743,Kieffer,Moore,Moore,HIGH
128389,Mitrović,Aleksandar,Mitrović,FWD,773,Aleksandar,Mitrovic,Mitrovic,HIGH
130036,Tufan,Ozan,Tufan,MID,9957,Ozan,Tufan,Tufan,HIGH
131304,Troost-Ekong,William,Troost-Ekong,DEF,6996,William,Troost-Ekong,Troost-Ekong,HIGH
131897,Ryan,Mathew,Ryan,GK,2385,Mathew,Ryan,Ryan,HIGH
132015,Højbjerg,Pierre-Emile,Højbjerg,MID,343,Pierre-Emile,Højbjerg,Højbjerg,HIGH
133845,Marcondes,Emiliano,Marcondes,MID,10745,Emiliano,Marcondes,Marcondes,HIGH
135363,Christensen,Andreas,Christensen,DEF,200,Andreas,Christensen,Christensen,HIGH
135720,Danso,Kevin,Danso,DEF,5261,Kevin,Danso,Danso,HIGH
138001,King,Tom,King,GK,12245,Tom,King,King,HIGH
140200,Strakosha,Thomas,Strakosha,GK,1214,Thomas,Strakosha,Strakosha,HIGH
140941,Perica,Stipe,Perica,FWD,1154,Stipe,Perica,Perica,HIGH
141746,B.Fernandes,Bruno,Borges Fernandes,MID,1228,Bruno,Borges Fernandes,Fernandes,HIGH
144485,Toney,Ivan,Toney,FWD,998,Ivan,Toney,Toney,HIGH
146426,Ajayi,Oluwasemilogo Adesewo Ibidapo,Ajayi,DEF,4490,Semi,Ajayi,Ajayi,HIGH
146610,O'Connell,Jack,O'Connell,DEF,7705,Jack,O&#039;Connell,O&#039;Connell,HIGH
146941,Laporte,Aymeric,Laporte,DEF,2498,Aymeric,Laporte,Laporte,HIGH
147611,Onuachu,Paul,Onuachu,FWD,11360,Paul,Onuachu,Onuachu,HIGH
147675,Akpom,Chuba,Akpom,FWD,1790,Chuba,Akpom,Akpom,HIGH
148225,Martial,Anthony,Martial,FWD,553,Anthony,Martial,Martial,HIGH
148508,Trézéguet,Mahmoud Ahmed,Ibrahim Hassan,MID,7722,Mahmoud Ahmed,Ibrahim Hassan,Trézéguet,HIGH
149065,José Sá,José,Malheiro de Sá,GK,9740,José,Malheiro de Sá,Sá,HIGH
149484,Mings,Tyrone,Mings,DEF,1024,Tyrone,Mings,Mings,HIGH
149519,Cornet,Maxwel,Cornet,MID,3278,Maxwel,Cornet,Cornet,HIGH
149828,Slimani,Islam,Slimani,FWD,1682,Islam,Slimani,Slimani,HIGH
149915,Llorente,Diego,Llorente,DEF,2163,Diego,Llorente,Llorente,HIGH
149929,Burns,Wes,Burns,MID,12749,Wes,Burns,Burns,HIGH
151086,Mario Jr.,Mario,Lemina,MID,1299,Mario,Lemina,Lemina,HIGH
151119,Yedlin,DeAndre,Yedlin,DEF,727,DeAndre,Yedlin,Yedlin,HIGH
151589,Dendoncker,Leander,Dendoncker,MID,7236,Leander,Dendoncker,Dendoncker,HIGH
152551,Lerma,Jefferson,Lerma Solís,MID,2182,Jefferson,Lerma Solís,Lerma,HIGH
152590,Telles,Alex Nicolao,Telles,DEF,1828,Alex,Telles,Telles,HIGH
152760,Origi,Divock,Origi,FWD,484,Divock,Origi,Origi,HIGH
152898,Davies,Ben,Davies,DEF,9318,Ben,Davies,Davies,HIGH
153127,Hayden,Isaac,Hayden,MID,6062,Isaac,Hayden,Hayden,HIGH
153133,Iwobi,Alex,Iwobi,MID,500,Alex,Iwobi,Iwobi,HIGH
153256,Elneny,Mohamed Naser,El Sayed Elneny,MID,496,Mohamed,Elneny,Elneny,MEDIUM
153366,Reed,Harrison,Reed,MID,910,Harrison,Reed,Reed,HIGH
153673,Kenny,Jonjoe,Kenny,DEF,1084,Jonjoe,Kenny,Kenny,HIGH
153682,Wilson,Harry,Wilson,MID,5596,Harry,Wilson,Wilson,HIGH
153723,Lundstram,John,Lundstram,MID,7708,John,Lundstram,Lundstram,HIGH
154043,Maitland-Niles,Ainsley,Maitland-Niles,MID,1750,Ainsley,Maitland-Niles,Maitland-Niles,HIGH
154048,Mavididi,Stephy,Mavididi,MID,7484,Stephy,Mavididi,Mavididi,HIGH
154131,Stacey,Jack,Stacey,DEF,7823,Jack,Stacey,Stacey,HIGH
154138,Fosu,Tariqe,Fosu-Henry,MID,10092,Tariqe,Fosu-Henry,Fosu,HIGH
154296,Palhinha,João,Palhinha Gonçalves,MID,10715,João,Palhinha,Palhinha,HIGH
154506,Bachmann,Daniel,Bachmann,GK,1025,Daniel,Bachmann,Bachmann,HIGH
154561,Raya,David,Raya Martin,GK,9676,David,Raya Martin,Raya,HIGH
154566,Solanke,Dominic,Solanke-Mitchell,FWD,1679,Dominic,Solanke,Solanke,HIGH
155197,Lowe,Max,Lowe,DEF,8918,Max,Lowe,Lowe,HIGH
155405,Phillips,Kalvin,Phillips,MID,8719,Kalvin,Phillips,Phillips,HIGH
155408,Cook,Lewis,Cook,MID,1789,Lewis,Cook,Cook,HIGH
155503,Woodman,Freddie,Woodman,GK,852,Freddie,Woodman,Woodman,HIGH
155511,Armstrong,Adam,Armstrong,FWD,4419,Adam,Armstrong,A.Armstrong,HIGH
155529,Rodák,Marek,Rodák,GK,8704,Marek,Rodák,Rodák,HIGH
155561,Augustinsson,Ludwig,Augustinsson,DEF,6083,Ludwig,Augustinsson,Augustinsson,HIGH
155569,Amartey,Daniel,Amartey,DEF,759,Daniel,Amartey,Amartey,HIGH
155651,Masina,Adam,Masina,DEF,1441,Adam,Masina,Masina,HIGH
156074,Holding,Rob,Holding,DEF,1749,Rob,Holding,Holding,HIGH
156658,Burke,Reece,Burke,DEF,1771,Reece,Burke,Burke,HIGH
156683,Gollini,Pierluigi,Gollini,GK,1841,Pierluigi,Gollini,Gollini,HIGH
156685,Rothwell,Joe,Rothwell,MID,561,Joe,Rothwell,Rothwell,HIGH
156687,Pearson,Ben,Pearson,MID,10742,Ben,Pearson,Pearson,HIGH
156689,Andreas,Andreas,Hoelgebaum Pereira,MID,922,Andreas,Hoelgebaum Pereira,Andreas,HIGH
156700,Morris,Carlton,Morris,FWD,11717,Carlton,Morris,Morris,HIGH
157668,Winks,Harry,Winks,MID,971,Harry,Winks,Winks,HIGH
157775,Sema,Ken,Sema,MID,6841,Ken,Sema,Sema,HIGH
157882,Minamino,Takumi,Minamino,MID,8239,Takumi,Minamino,Minamino,HIGH
158499,Christie,Ryan,Christie,MID,10744,Ryan,Christie,Christie,HIGH
158534,Walker-Peters,Kyle,Walker-Peters,DEF,885,Kyle,Walker-Peters,Walker-Peters,HIGH
158983,Endo,Endo,Wataru,MID,8808,Wataru,Endo,Endo,LOW
159506,Aina,Ola,Aina,DEF,725,Ola,Aina,Aina,HIGH
159533,Adama,Adama,Traoré,MID,900,Adama,Traoré Diarra,Adama,HIGH
160817,McNair,Paddy,McNair,DEF,559,Paddy,McNair,McNair,HIGH
160987,Gbamin,Jean-Philippe,Gbamin,MID,4764,Jean-Philippe,Gbamin,Gbamin,HIGH
162651,Samir,Samir,Caetano de Souza Santos,DEF,1142,Samir,,Samir,HIGH
164011,Diagne,Mbaye,Diagne,FWD,9290,Mbaye,Diagne,Diagne,HIGH
164484,Steffen,Zack,Steffen,GK,7817,Zack,Steffen,Steffen,HIGH
164511,Mina,Yerry,Mina,DEF,6521,Yerry,Mina,Mina,HIGH
164555,Coufal,Vladimír,Coufal,DEF,8965,Vladimir,Coufal,Coufal,HIGH
165153,Werner,Timo,Werner,MID,65,Timo,Werner,Werner,HIGH
165183,Bell,Amari'i,Bell,DEF,11713,Amari&#039;i,Bell,Bell,HIGH
165210,Jahanbakhsh,Alireza,Jahanbakhsh,MID,6842,Alireza,Jahanbakhsh,Jahanbakhsh,HIGH
165659,Diego Carlos,Diego Carlos,Santos Silva,DEF,5712,Diego Carlos,Santos Silva,Diego Carlos,HIGH
165808,Costa,Hélder Wander,Sousa de Azevedo e Costa,MID,3428,Hélder Wander,Sousa de Azevedo e Costa,Costa,HIGH
165809,Bernardo,Bernardo,Veiga de Carvalho e Silva,MID,3635,Bernardo,Veiga de Carvalho e Silva,Bernardo,HIGH
166324,Cavaleiro,Ivan Ricardo,Neves Abreu Cavaleiro,MID,3683,Ivan,Cavaleiro,Cavaleiro,HIGH
166325,Cafú,Carlos,Ribeiro Dias,MID,5646,Cafú,,Cafú,HIGH
166477,Castagne,Timothy,Castagne,DEF,6157,Timothy,Castagne,Castagne,HIGH
166640,Balbuena,Fabián,Balbuena,DEF,6892,Fabián,Balbuena,Balbuena,HIGH
166989,Tielemans,Youri,Tielemans,MID,5956,Youri,Tielemans,Tielemans,HIGH
167074,Tete,Kenny,Tete,DEF,5973,Kenny,Tete,Tete,HIGH
167191,Harness,Marcus,Myers-Harness,MID,12753,Marcus,Myers-Harness,Harness,HIGH
167199,Thomas,Thomas,Partey,MID,2328,Thomas,Partey,Partey,MEDIUM
167473,Izquierdo,José,Izquierdo,MID,6231,José,Izquierdo,Izquierdo,HIGH
167512,O'Nien,Luke,O'Nien,DEF,14099,Luke,O&#039;Nien,O&#039;Nien,HIGH
167522,Hugill,Jordan,Hugill,FWD,6526,Jordan,Hugill,Hugill,HIGH
167767,Kenedy,Robert Kenedy,Nunes do Nascimento,DEF,689,Kenedy,,Kenedy,HIGH
167825,Phillips,Dillon,Phillips,GKP,,,,,NONE
167878,Osborn,Ben,Osborn,MID,7714,Ben,Osborn,Osborn,HIGH
167887,Laurent,Josh,Laurent,MID,13728,Josh,Laurent,Laurent,HIGH
167888,Lumley,Joe,Lumley,GK,12762,Joe,Lumley,Lumley,HIGH
168035,Onyedinma,Fred,Onyedinma,MID,12549,Fred,Onyedinma,Onyedinma,HIGH
168090,Dahoud,Mahmoud,Dahoud,MID,205,Mahmoud,Dahoud,Dahoud,HIGH
168144,Grimes,Matt,Grimes,MID,1045,Matt,Grimes,Grimes,HIGH
168281,McKenna,Scott,McKenna,DEF,10757,Scott,McKenna,McKenna,HIGH
168399,Norris,Will,Norris,GK,7459,Will,Norris,Norris,HIGH
168580,Pérez,Ayoze,Pérez,MID,770,Ayoze,Pérez,Pérez,HIGH
168636,Enes Ünal,Enes,Ünal,FWD,6219,Enes,Ünal,Enes Ünal,HIGH
168765,Onomah,Josh,Onomah,MID,661,Josh,Onomah,Onomah,HIGH
168991,Philip,Philip,Billing,MID,6034,Philip,Billing,Billing,HIGH
169187,Alexander-Arnold,Trent,Alexander-Arnold,DEF,1791,Trent,Alexander-Arnold,Alexander-Arnold,HIGH
169359,Targett,Matt,Targett,DEF,884,Matt,Targett,Targett,HIGH
169432,McBurnie,Oliver,McBurnie,FWD,1736,Oliver,McBurnie,McBurnie,HIGH
169528,Robinson,Antonee,Robinson,DEF,8940,Antonee,Robinson,Robinson,HIGH
169593,Matthews,Remi,Matthews,GK,9834,Remi,Matthews,Matthews,HIGH
170137,Saint-Maximin,Allan,Saint-Maximin,FWD,101,Allan,Saint-Maximin,Saint-Maximin,HIGH
171099,Kamara,Hassane,Kamara,DEF,3729,Hassane,Kamara,Kamara,HIGH
171101,Lenglet,Clément,Lenglet,DEF,5050,Clement,Lenglet,Lenglet,HIGH
171270,Dowell,Kieran,Dowell,MID,1032,Kieran,Dowell,Dowell,HIGH
171287,Gomez,Joe,Gomez,DEF,987,Joseph,Gomez,Gomez,HIGH
171314,Rúben,Rúben,Gato Alves Dias,DEF,8961,Rúben,Gato Alves Dias,Dias,MEDIUM
171317,Neves,Rúben Diogo,da Silva Neves,MID,6853,Rúben,da Silva Neves,Neves,HIGH
171422,Browne,Alan,Browne,MID,,,,,NONE
171771,Bednarek,Jan,Bednarek,DEF,6042,Jan,Bednarek,Bednarek,HIGH
171975,Callum Robinson,Callum,Robinson,FWD,4476,Callum,Robinson,Robinson,HIGH
172453,Szmodics,Sam,Szmodics,MID,12752,Sam,Szmodics,Szmodics,HIGH
172567,Cullen,Josh,Cullen,MID,1018,Josh,Cullen,Cullen,HIGH
172632,Gray,Demarai,Gray,MID,762,Demarai,Gray,Gray,HIGH
172649,Henderson,Dean,Henderson,GK,7702,Dean,Henderson,Henderson,HIGH
172780,Maddison,James,Maddison,MID,6818,James,Maddison,Maddison,HIGH
172782,Brownhill,Josh,Brownhill,MID,8323,Josh,Brownhill,Brownhill,HIGH
172841,Benrahma,Saïd,Benrahma,MID,3585,Saïd,Benrahma,Benrahma,HIGH
172850,Chilwell,Ben,Chilwell,DEF,782,Ben,Chilwell,Chilwell,HIGH
172912,Amrabat,Sofyan,Amrabat,MID,7927,Sofyan,Amrabat,Amrabat,HIGH
173268,Grbić,Ivo,Grbic,GK,8923,Ivo,Grbic,Grbic,HIGH
173271,Caleta-Car,Duje,Caleta-Car,DEF,7007,Duje,Caleta-Car,Caleta-Car,HIGH
173514,Success,Isaac,Success Ajayi,FWD,1724,Isaac,Success Ajayi,Success,HIGH
173515,Iheanacho,Kelechi,Iheanacho,FWD,620,Kelechi,Iheanacho,Iheanacho,HIGH
173774,Elvedi,Nico,Elvedi,DEF,,,,,NONE
173807,Davies,Tom,Davies,MID,1042,Tom,Davies,Davies,HIGH
173818,Broadhead,Nathan,Broadhead,MID,9406,Nathan,Broadhead,Broadhead,HIGH
173821,Roberts,Tyler,Roberts,MID,1014,Tyler,Roberts,Roberts,HIGH
173878,Dasilva,Jay,Dasilva,DEF,,,,,NONE
173879,Abraham,Tammy,Abraham,FWD,702,Tammy,Abraham,Abraham,HIGH
173904,Sánchez,Davinson,Sánchez,DEF,6249,Davinson,Sánchez,Sánchez,HIGH
173954,Riedewald,Jairo,Riedewald,MID,6027,Jairo,Riedewald,Riedewald,HIGH
174292,M.Asensio,Marco,Asensio,MID,2117,Marco,Asensio,Asensio,HIGH
174310,Adebayo,Elijah,Adebayo,FWD,11718,Elijah,Adebayo,Adebayo,HIGH
174592,Edwards,Marcus,Edwards,MID,13730,Marcus,Edwards,Edwards,HIGH
174593,Edwards,Kyle,Edwards,MID,8758,Kyle,Edwards,Edwards,HIGH
174594,Nmecha,Lukas,Nmecha,FWD,6544,Lukas,Nmecha,Nmecha,HIGH
174874,Andersen,Joachim,Andersen,DEF,6314,Joachim,Andersen,Andersen,HIGH
174932,Canós,Sergi,Canós,MID,1078,Sergi,Canós Tenés,Canós,HIGH
175353,Dele-Bashiru,Ayotomiwa,Dele-Bashiru,MID,8162,Ayotomiwa,Dele-Bashiru,Dele-Bashiru,HIGH
175592,Keita,Naby,Keita,MID,5247,Naby,Keita,Keita,HIGH
175941,Whiteman,Alfie,Whiteman,GK,6397,Alfie,Whiteman,Whiteman,HIGH
176296,Fletcher,Ashley,Fletcher,FWD,1675,Ashley,Fletcher,Fletcher,HIGH
176297,Rashford,Marcus,Rashford,MID,556,Marcus,Rashford,Rashford,HIGH
176412,Wright,Haji,Wright,FWD,5361,,,,MEDIUM
176413,Pulisic,Christian,Pulisic,MID,2662,Christian,Pulisic,Pulisic,HIGH
176420,Furlong,Darnell,Furlong,DEF,4391,Darnell,Furlong,Furlong,HIGH
177815,Calvert-Lewin,Dominic,Calvert-Lewin,FWD,5555,Dominic,Calvert-Lewin,Calvert-Lewin,HIGH
178186,Bowen,Jarrod,Bowen,MID,1776,Jarrod,Bowen,Bowen,HIGH
178301,Watkins,Ollie,Watkins,FWD,8865,Ollie,Watkins,Watkins,HIGH
178304,Mousset,Lys,Mousset,FWD,1748,Lys,Mousset,Mousset,HIGH
179018,Almirón,Miguel,Almirón Rejala,MID,7420,Miguel,Almirón Rejala,Almirón,HIGH
179268,Cucurella,Marc,Cucurella Saseta,DEF,7134,Marc,Cucurella Saseta,Cucurella,HIGH
179276,Normann,Mathias,Normann,MID,7470,Mathias,Normann,Normann,HIGH
179456,Buur,Oskar,Buur,DEF,8227,Oskar,Buur,Buur,HIGH
179458,Bruun Larsen,Jacob,Bruun Larsen,MID,5355,Jacob,Bruun Larsen,Larsen,HIGH
179519,Mangala,Orel,Mangala,MID,6088,Orel,Mangala,Mangala,HIGH
179830,Diangana,Grady,Diangana,MID,6651,Grady,Diangana,Diangana,HIGH
180135,Longstaff,Sean,Longstaff,MID,7078,Sean,Longstaff,S.Longstaff,HIGH
180151,Vlasic,Nikola,Vlasic,MID,6276,Nikola,Vlasic,Vlasic,HIGH
180184,van de Beek,Donny,van de Beek,MID,8821,Donny,van de Beek,Van de Beek,HIGH
180294,Grant,Karlan,Grant,FWD,7390,Karlan,Grant,Grant,HIGH
180736,Chalobah,Trevoh,Chalobah,DEF,6615,Trevoh,Chalobah,Chalobah,HIGH
180804,Tuanzebe,Axel,Tuanzebe,DEF,934,Axel,Tuanzebe,Tuanzebe,HIGH
180974,Joelinton,Joelinton Cássio,Apolinário de Lira,MID,87,Joelinton Cássio,Apolinário de Lira,Joelinton,HIGH
181284,Guedes,Gonçalo Manuel,Ganchinho Guedes,MID,5682,Gonçalo Manuel,Ganchinho Guedes,Guedes,HIGH
182539,Ceballos,Daniel,Ceballos Fernández,MID,2446,Dani,Ceballos,Ceballos,HIGH
183015,Kipré,Cédric,Kipré,DEF,8785,,,,MEDIUM
183656,Dasilva,Josh,Dasilva,MID,10405,Josh,Dasilva,Dasilva,HIGH
183751,Benson,Manuel Benson,Hedilazio,MID,11702,Benson,Manuel,Manuel,HIGH
184029,Ødegaard,Martin,Ødegaard,MID,2517,Martin,Ødegaard,Ødegaard,HIGH
184254,Vicario,Guglielmo,Vicario,GK,8858,Guglielmo,Vicario,Vicario,HIGH
184341,Mount,Mason,Mount,MID,7768,Mason,Mount,Mount,HIGH
184349,Sessegnon,Ryan,Sessegnon,DEF,6837,Ryan,Sessegnon,R.Sessegnon,HIGH
184386,Bree,James,Bree,DEF,11359,James,Bree,Bree,HIGH
184667,Lindelof,Victor,Lindelöf,DEF,6080,Victor,Lindelöf,Lindelöf,HIGH
184704,Nakamba,Marvelous,Nakamba,MID,8040,Marvelous,Nakamba,Nakamba,HIGH
184754,Hee Chan,Hwang,Hee-chan,MID,8845,Hwang,Hee-chan,Hwang,HIGH
185253,Scarpa,Gustavo Henrique,Furtado Scarpa,MID,11284,Gustavo,Scarpa,Scarpa,HIGH
185478,Jach,Jarosław,Jach,DEF,6621,Jarosław,Jach,Jach,HIGH
189627,Giannoulis,Dimitris,Giannoulis,DEF,9745,Dimitris,Giannoulis,Giannoulis,HIGH
191866,Ajer,Kristoffer,Ajer,DEF,9677,Kristoffer,Ajer,Ajer,HIGH
192290,Roberts,Connor,Roberts,DEF,5568,Connor,Roberts,Roberts,HIGH
192303,Zimmermann,Christoph,Zimmermann,DEF,7990,Christoph,Zimmermann,Zimmermann,HIGH
192895,Tierney,Kieran,Tierney,DEF,8089,Kieran,Tierney,Tierney,HIGH
193111,Cantwell,Todd,Cantwell,MID,7695,Todd,Cantwell,Cantwell,HIGH
193204,Aribo,Joe,Aribo,MID,10766,Joe,Ayodele-Aribo,Aribo,HIGH
193278,Coyle,Lewie,Coyle,DEF,,,,,NONE
193488,El Ghazi,Anwar,El Ghazi,MID,5612,Anwar,El Ghazi,El Ghazi,HIGH
193645,Koch,Robin,Koch,DEF,6273,Robin,Koch,Koch,HIGH
194010,Henry,Rico,Henry,DEF,9679,Rico,Henry,Henry,HIGH
194164,Holgate,Mason,Holgate,DEF,985,Mason,Holgate,Holgate,HIGH
194190,Souttar,Harry,Souttar,DEF,6329,Harry,Souttar,Souttar,HIGH
194252,Bergwijn,Steven,Bergwijn,MID,8300,Steven,Bergwijn,Bergwijn,HIGH
194634,Diogo J.,Diogo,Teixeira da Silva,MID,6854,Diogo,Teixeira da Silva,Diogo Jota,HIGH
194794,Tomori,Fikayo,Tomori,DEF,703,Fikayo,Tomori,Tomori,HIGH
194799,Lewis,Jamal,Lewis,DEF,7691,Jamal,Lewis,Lewis,HIGH
195384,Merino,Mikel,Merino,MID,5304,Mikel,Merino,Merino,HIGH
195473,Brewster,Rhian,Brewster,FWD,5569,Rhian,Brewster,Brewster,HIGH
195480,Maja,Josh,Maja,FWD,5587,Josh,Maja,Maja,HIGH
195546,Buendia,Emiliano,Buendía Stati,MID,2203,Emiliano,Buendía Stati,Buendía,HIGH
195728,Kral,Alex,Kral,MID,8017,Alex,Kral,Kral,HIGH
195735,Pépé,Nicolas,Pépé,MID,5656,Nicolas,Pépé,Pépé,HIGH
195851,McTominay,Scott,McTominay,MID,5560,Scott,McTominay,McTominay,HIGH
195864,Field,Sam,Field,MID,1013,Sam,Field,Field,HIGH
195899,Scamacca,Gianluca,Scamacca,FWD,6253,Gianluca,Scamacca,Scamacca,HIGH
196100,Hamer,Gustavo,Hamer,MID,11839,Gustavo,Hamer,Hamer,HIGH
196411,Chaplin,Conor,Chaplin,MID,12750,Conor,Chaplin,Chaplin,HIGH
197024,G.Rodríguez,Guido,Rodríguez,MID,8267,Guido,Rodríguez,G.Rodríguez,HIGH
197030,Kamara,Aboubakar,Kamara,MID,4866,Aboubakar,Kamara,Kamara,HIGH
197365,Bailly,Eric,Bailly,DEF,1739,Eric,Bailly,Bailly,HIGH
197464,N.Phillips,Nathaniel,Phillips,DEF,8228,Nathaniel,Phillips,Phillips,HIGH
197469,Choudhury,Hamza,Choudhury,MID,6418,Hamza,Choudhury,Choudhury,HIGH
197937,Burke,Oliver,Burke,MID,5256,Oliver,Burke,Burke,HIGH
198826,Godfrey,Ben,Godfrey,DEF,7689,Ben,Godfrey,Godfrey,HIGH
198842,Ronan,Connor,Ronan,MID,10753,Connor,Ronan,Ronan,HIGH
198849,Torreira,Lucas,Torreira,MID,1227,Lucas,Torreira di Pascua,Torreira,HIGH
198869,White,Benjamin,White,DEF,7298,Benjamin,White,White,HIGH
199056,Osho,Gabriel,Osho,DEF,12151,Gabriel,Osho,Osho,HIGH
199170,Niakhaté,Moussa,Niakhaté,DEF,5989,Moussa,Niakhate,Niakhate,HIGH
199249,Reguilón,Sergio,Reguilón,DEF,7187,Sergio,Reguilón,Reguilón,HIGH
199584,Tanganga,Japhet,Tanganga,DEF,8222,Japhet,Tanganga,Tanganga,HIGH
